"geo_id","year","nights","population","nights_per_1000pop","ln_nights_per_1000pop","gdp_pc","ln_gdp_pc","pop_density","ln_pop_density","comp_employees","wage_per_capita","ln_wage_per_capita","tertiary_edu","coast","area_km2","unesco_count"
"BE24",2022,2127693,1173956,1812.41290133531,7.50241433113849,50600,10.8317068552756,558.7,6.3256126564651,29076,0.0247675381360119,-3.69822142935803,51.6,0,2124.81804235057,0
"BE24",2023,2347029,1188079,1975.4822701184,7.58856783492805,55700,10.9277354259154,564.3,6.33558602497509,31871.1,0.0268257413858843,-3.61839335297649,50,0,2124.81804235057,0
"BE25",2017,11776860,1188407,9909.78679863044,9.20127811333181,38000,10.5453414387085,377.9,5.93462961035544,21229.7,0.0178639977718071,-4.02496788917519,37.4,0,3134.45486554438,1
"BE25",2018,12182123,1192254,10217.724578823,9.23187919501806,38900,10.5687495296065,379.2,5.93806377038087,22013.7,0.0184639346984787,-3.99193592535688,37.3,0,3134.45486554438,1
"BE25",2019,12117431,1196995,10123.209370131,9.22258602400179,40400,10.6065850639492,380.8,5.94227430291721,22755,0.0190101044699435,-3.9627846269712,37.3,0,3134.45486554438,1
"BE25",2020,6843417,1202352,5691.69178410316,8.64676280878073,39300,10.5789797978574,380.8,5.94227430291721,22155.7,0.0184269664790344,-3.99394011775331,38.7,0,3134.45486554438,1
"BE25",2021,10573285,1205101,8773.77497819685,9.07952243496428,43000,10.6689553946757,382.1,5.94568235445285,23862,0.0198008299719277,-3.92203142438605,39.5,0,3134.45486554438,1
"BE25",2022,12391043,1210822,10233.5793370124,9.2334296840657,47500,10.7684849900227,386.2,5.95635536999441,26066.4,0.0215278546309862,-3.83840761813578,39.8,0,3134.45486554438,1
"BE25",2023,12149691,1222004,9942.43144866956,9.20456688228006,51300,10.8454460311589,389,5.96357934361845,28160.2,0.0230442780874694,-3.77033777951126,40,0,3134.45486554438,1
"BE31",2017,479080,399735,1198.49400227651,7.08882104950356,45400,10.7232673840294,365.2,5.90044514872081,7948.3,0.0198839230990531,-3.91784375823591,57.1,0,1082.23769003555,0
"BE31",2018,488009,401508,1215.4402901063,7.10286166881966,50600,10.8317068552756,367.3,5.90617895282562,8331.1,0.0207495242934138,-3.87523195818684,58.4,0,1082.23769003555,0
"BE31",2019,507424,404270,1255.16115467386,7.1350192534207,56100,10.9348910915108,369.7,5.91269186594259,8642,0.0213768026319044,-3.84544893405885,55.7,0,1082.23769003555,0
"BE31",2020,196377,406794,482.743108305432,6.17948464529876,54700,10.9096189884101,369.7,5.91269186594259,8286.1,0.0203692778162903,-3.89372750267135,59.7,0,1082.23769003555,0
"BE31",2021,317903,408325,778.553848037715,6.65743815784502,52800,10.8742664696944,371.5,5.91754886415781,8935,0.0218820792261067,-3.82208727732781,59.7,0,1082.23769003555,0
"BE31",2022,517975,410619,1261.44917794841,7.14001648026871,62100,11.0365012679216,375.8,5.92905708697937,9897.8,0.0241045835677355,-3.72535326703667,60.7,0,1082.23769003555,0
"BE31",2023,552952,413959,1335.76513616083,7.19725954235581,68200,11.1301998438316,378,5.93489419561959,10584.9,0.0255699235914668,-3.66633847789364,62,0,1082.23769003555,0
"BE32",2017,1225305,1342053,913.007906543184,6.81674454051715,24300,10.0982316293286,353.4,5.8676005598856,18154.7,0.0135275581515782,-4.30302632968906,31.1,0,3751.39170335704,4
"BE32",2018,1296905,1343756,965.13429521431,6.87226725768148,25300,10.1385596747156,353.9,5.86901438735142,18289.7,0.0136108787607274,-4.29688589711972,31.4,0,3751.39170335704,4
"BE32",2019,1337620,1346082,993.713607343386,6.90144904375671,25900,10.1619982476876,354.8,5.87155425043542,18821,0.013982060528259,-4.26998016188876,32,0,3751.39170335704,4
"BE32",2020,677447,1350295,501.702961204774,6.21800823381437,24800,10.1185989321531,354.8,5.87155425043542,18371.3,0.0136053973391,-4.29728870180037,32.4,0,3751.39170335704,4
"BE32",2021,985025,1349861,729.72328261947,6.59266539737434,27100,10.2072890068678,355.3,5.87296250302698,19600.1,0.0145200876238368,-4.23222223490419,33.5,0,3751.39170335704,4
"BE32",2022,1367967,1354667,1009.81791097,6.91752530741349,29700,10.2989023247908,357.3,5.87857576502936,21507.7,0.0158767431405652,-4.14289993610132,34.2,0,3751.39170335704,4
"BE32",2023,1399808,1361026,1028.49467974895,6.93585153625411,31300,10.3513733765282,358.6,5.88220756117103,23207.6,0.0170515478763815,-4.07151429483477,34.3,0,3751.39170335704,4
"BE33",2017,2412971,1106039,2181.63283573183,7.68782888263365,28600,10.2611619968079,288.5,5.66469508594815,16417.5,0.0148435091348497,-4.21019260458374,35.6,0,3878.4250764455,0
"BE33",2018,2468194,1108371,2226.86627492058,7.70835061827017,29600,10.2955296403122,289,5.66642668811243,16958.4,0.0153002920502251,-4.17988336251592,35.9,0,3878.4250764455,0
"BE33",2019,2590225,1110068,2333.39308943236,7.75507874879814,30500,10.3254819625955,289.7,5.6688459047753,17608.5,0.0158625417541988,-4.1437948136867,37.5,0,3878.4250764455,0
"BE33",2020,1553652,1113943,1394.73204643326,7.24045759439562,29200,10.2819239882564,289.7,5.6688459047753,17134,0.0153813974323641,-4.17459645867041,39.7,0,3878.4250764455,0
"BE33",2021,2069236,1113324,1858.61079074914,7.52758460095441,31900,10.3703612887729,290.2,5.67057034045009,18366.9,0.0164973538700324,-4.10455528244967,42.4,0,3878.4250764455,0
"BE33",2022,2766896,1116087,2479.10422753782,7.81565257533765,35400,10.4744670991219,291.6,5.6753830001345,20250.7,0.0181443740496933,-4.00939473603569,41.5,0,3878.4250764455,0
"BE33",2023,2820576,1122360,2513.07601838982,7.82926278714171,37500,10.5320962119585,293,5.68017260901707,21571.6,0.0192198581560284,-3.95181125548656,38.6,0,3878.4250764455,0
"BE34",2017,2417871,284617,8495.17421657877,9.04725354202744,24000,10.0858091093301,63.8,4.15575319035074,3636,0.0127750626280229,-4.36026024051512,37.1,0,4398.35046716245,0
"BE34",2018,2733464,285010,9590.7652363075,9.16855595992942,24800,10.1185989321531,64.1,4.16044436392662,3735.1,0.0131051542051156,-4.33474967538431,38.8,0,4398.35046716245,0
"BE34",2019,2881127,286685,10049.800303469,9.21530804298821,25600,10.1503476304677,64.6,4.16821441078856,3858.6,0.0134593717843626,-4.30807962863614,40.7,0,4398.35046716245,0
"BE34",2020,1902634,289606,6569.73267128443,8.79022842134861,24700,10.1145585226161,64.6,4.16821441078856,3777.6,0.0130439286478871,-4.33943249117987,42.5,0,4398.35046716245,0
"BE34",2021,2516831,291730,8627.26150892949,9.06268241146397,27400,10.2182982923762,65.2,4.17745946893261,4054.3,0.013897439413156,-4.276050670696,44.6,0,4398.35046716245,0
"BE34",2022,3200491,294400,10871.2330163043,9.2938754066449,30400,10.3221978873943,66.4,4.19569705648239,4530.5,0.0153889266304348,-4.17410707817474,42.1,0,4398.35046716245,0
"BE34",2023,3184468,297654,10698.5560415785,9.27786406195832,31700,10.3640719598654,66.8,4.2017030805426,4807.2,0.0161502953093189,-4.12581694407391,40.4,0,4398.35046716245,0
"BE35",2017,1295569,494127,2621.93525146369,7.87166796968757,26200,10.1735146897492,135,4.90527477843843,6953,0.014071281269795,-4.26361934805059,40.2,0,3766.30332804805,0
"BE35",2018,1214032,495158,2451.80730191171,7.80458070584053,27100,10.2072890068678,135.3,4.90749453517674,7183.2,0.0145068846711555,-4.23313193733252,39.2,0,3766.30332804805,0
"BE35",2019,1410870,496891,2839.39536035066,7.95134640720358,27600,10.2255710517052,135.9,4.9119193211571,7326,0.0147436761784778,-4.21694102179139,37.7,0,3766.30332804805,0
"BE35",2020,788088,499433,1577.96541277809,7.36389158277403,26900,10.1998815655899,135.9,4.9119193211571,7208.8,0.0144339681198479,-4.238170953019,40.8,0,3766.30332804805,0
"BE35",2021,1101507,500489,2200.86155739687,7.69660417968306,29500,10.2921455423279,136.4,4.91559174540936,7637.3,0.015259676036836,-4.18254148291632,42.8,0,3766.30332804805,0
"BE35",2022,1427848,503408,2836.36334742396,7.95027799912944,32500,10.3889953683178,137.8,4.92580335857956,8481.9,0.0168489575056415,-4.08346649319913,43.3,0,3766.30332804805,0
"BE35",2023,1568822,506650,3096.46106779828,8.03801514732904,34800,10.4573726657626,138.5,4.93087032562739,9103.9,0.0179688147636435,-4.01911753675345,44.1,0,3766.30332804805,0
"BG31",2017,560310,753059,744.045287288247,6.61210190299167,4800,8.47637119689598,40.5,3.70130197411249,1362.03,0.00180866306624049,-6.31516734406763,19.9,0,18881.2770042114,0
"BG31",2018,545035,736788,739.744675537604,6.60630509360332,5400,8.59415423255237,39.8,3.68386691229039,1505.44,0.00204324717557832,-6.1932149838872,20.6,0,18881.2770042114,0
"BG31",2019,566530,720754,786.02408033809,6.66698742852237,5500,8.61250337122056,39,3.66356164612965,1616.28,0.00224248495325728,-6.10017067386107,19.3,0,18881.2770042114,0
"BG31",2020,529175,704576,751.05453492597,6.62147826554043,6000,8.69951474821019,39,3.66356164612965,1715.2,0.00243437187755473,-6.01806651155359,20.8,0,18881.2770042114,0
"BG31",2021,519563,696328,746.14693075677,6.61492253892905,7200,8.88183630500415,38.4,3.64805745959368,1960.68,0.00281574200664055,-5.87252946184346,19.8,0,18881.2770042114,0
"BG31",2022,677770,682036,993.745198200682,6.90148083395755,8800,9.0825070004663,35.9,3.58073729549423,2262.27,0.00331693634940091,-5.70871370840818,18.8,0,18881.2770042114,0
"BG31",2023,741046,671502,1103.56484418513,7.00630098625864,9800,9.19013766465866,35.4,3.56671182013973,2572.09,0.00383035344645288,-5.5647981963783,21,0,18881.2770042114,0
"BG32",2017,759511,765086,992.713237466115,6.900441838317,5400,8.59415423255237,54.6,4.00003388275086,1702.88,0.00222573671456542,-6.10766731049813,23,0,14817.6886678737,3
"BG32",2018,847302,748308,1132.29044724899,7.03199780469427,5800,8.66561319653451,53.9,3.98713047791495,1843.32,0.00246331724370179,-6.00624636436162,25.2,0,14817.6886678737,3
"BG32",2019,893810,731277,1222.25914393588,7.10845618266283,6300,8.74830491237962,53.1,3.97217692824789,2006.71,0.00274411748215792,-5.8982957558375,26.6,0,14817.6886678737,3
"BG32",2020,515240,714075,721.548856912789,6.58140009167016,6500,8.77955745588373,53.1,3.97217692824789,2144.67,0.00300342401008297,-5.80800230444926,26.3,0,14817.6886678737,3
"BG32",2021,640328,705241,907.956287283354,6.81119623568402,7700,8.94897560784178,52.5,3.96081316959758,2416.16,0.00342600614541696,-5.67636008532322,26.6,0,14817.6886678737,3
"BG32",2022,796862,694972,1146.61022314568,7.04456523648693,8900,9.09380655572023,47.1,3.85227300102237,2702.72,0.00388896243301888,-5.54961288366005,26.3,0,14817.6886678737,3
"BG32",2023,829531,686334,1208.64039957222,7.09725137012059,10100,9.22029070282935,46.6,3.8416005411316,3129.04,0.00455906308007472,-5.39063814146254,26.4,0,14817.6886678737,3
